id,comment,label,clean_comment
4994,Great attempt but lacks clarity. thanks,Constructive Criticism,great attempt lack clarity thanks
4995,I’ll get your page banned. thanks,Threat,ill get page banned thanks
4996,What tool did you use? asap,Question/Suggestion,tool use asap
4997,Join my group now! please,Spam,join group please
4998,Can you make more like this?!!,Question/Suggestion,make like
4999,Worst thing ever. dude,Hate,worst thing ever dude
5000,I can relate to this. ❤️,Emotional,relate
5001,DM for promotions. friend,Spam,dm promotion friend
5002,This made me emotional. now,Emotional,made emotional
5003,Awful content..,Hate,awful content
5004,Great attempt but lacks clarity.,Constructive Criticism,great attempt lack clarity
5005,DM for promotions. 😂,Spam,dm promotion
5006,I will report this. omg,Threat,report omg
5007,Great animation! dude,Praise,great animation dude
5008,This looks stunning! thanks,Praise,look stunning thanks
5009,Worst thing ever. asap,Hate,worst thing ever asap
5010,This gave me chills..,Emotional,gave chill
5011,Great animation! asap,Praise,great animation asap
5012,Check my page for giveaways! please,Spam,check page giveaway please
5013,This touched my heart. please,Emotional,touched heart please
5014,Great attempt but lacks clarity. 😭,Constructive Criticism,great attempt lack clarity
5015,Visuals are nice but transitions feel off. ❤️,Constructive Criticism,visuals nice transition feel
5016,Check my page for giveaways! now,Spam,check page giveaway
5017,I’ll get your page banned. friend,Threat,ill get page banned friend
5018,This is a warning. dude,Threat,warning dude
5019,Beautiful execution! tbh,Praise,beautiful execution tbh
5020,Amazing work! thanks,Praise,amazing work thanks
5021,Great animation! ❤️,Praise,great animation
5022,Click here for prizes! lol,Spam,click prize lol
5023,I’ll get your page banned. 😂,Threat,ill get page banned
5024,Can you make more like this? thanks,Question/Suggestion,make like thanks
5025,This looks stunning! friend,Praise,look stunning friend
5026,Stop or face consequences. asap,Threat,stop face consequence asap
5027,Great animation! 😭,Praise,great animation
5028,Loved this! ❤️,Praise,loved
5029,This gave me chills. omg,Emotional,gave chill omg
5030,Awful content. haha,Hate,awful content haha
5031,Great animation! lol,Praise,great animation lol
5032,Awful content. ❤️,Hate,awful content
5033,This is a warning. thanks,Threat,warning thanks
5034,You’ve got this! 😭,Support,youve got
5035,The audio could be better..,Constructive Criticism,audio could better
5036,Can you upload a tutorial? please,Question/Suggestion,upload tutorial please
5037,Beautiful execution! 😭,Praise,beautiful execution
5038,Can you make more like this? omg,Question/Suggestion,make like omg
5039,This gave me chills. thanks,Emotional,gave chill thanks
5040,I’ll get your page banned..,Threat,ill get page banned
5041,I can relate to this. friend,Emotional,relate friend
5042,Follow me for followers! asap,Spam,follow follower asap
5043,This sucks. 😭,Hate,suck
5044,Can you upload a tutorial?!!,Question/Suggestion,upload tutorial
5045,Good effort but needs improvement. haha,Constructive Criticism,good effort need improvement haha
5046,I will report this. omg,Threat,report omg
5047,Proud of your progress! asap,Support,proud progress asap
5048,What tool did you use? ❤️,Question/Suggestion,tool use
5049,This gave me chills. 😂,Emotional,gave chill
5050,Visuals are nice but transitions feel off. ❤️,Constructive Criticism,visuals nice transition feel
5051,You have no talent. 😭,Hate,talent
5052,What tool did you use? asap,Question/Suggestion,tool use asap
5053,Worst thing ever. bro,Hate,worst thing ever bro
5054,This gave me chills. dude,Emotional,gave chill dude
5055,Will there be a part 2? dude,Question/Suggestion,part dude
5056,Awful content. tbh,Hate,awful content tbh
5057,Loved this!!!,Praise,loved
5058,I felt nostalgic watching this.,Emotional,felt nostalgic watching
5059,Click here for prizes!,Spam,click prize
5060,Join my group now! thanks,Spam,join group thanks
5061,This touched my heart. please,Emotional,touched heart please
5062,This is a warning. omg,Threat,warning omg
5063,Visuals are nice but transitions feel off. bro,Constructive Criticism,visuals nice transition feel bro
5064,Good effort but needs improvement. haha,Constructive Criticism,good effort need improvement haha
5065,You’ve got this!,Support,youve got
5066,Check my page for giveaways! please,Spam,check page giveaway please
5067,What tool did you use? asap,Question/Suggestion,tool use asap
5068,You can do it! 😂,Support,
5069,Click here for prizes! haha,Spam,click prize haha
5070,DM for promotions. 😂,Spam,dm promotion
5071,Keep going! thanks,Support,keep going thanks
5072,Nice idea but pacing feels slow. asap,Constructive Criticism,nice idea pacing feel slow asap
5073,Keep going! lol,Support,keep going lol
5074,I can relate to this..,Emotional,relate
5075,This made me emotional. friend,Emotional,made emotional friend
5076,Can you try a darker theme? bro,Question/Suggestion,try darker theme bro
5077,I’ll get your page banned. please,Threat,ill get page banned please
5078,Proud of your progress! please,Support,proud progress please
5079,Fantastic quality! asap,Praise,fantastic quality asap
5080,What tool did you use? please,Question/Suggestion,tool use please
5081,Fantastic quality! ❤️,Praise,fantastic quality
5082,Keep going! bro,Support,keep going bro
5083,I’ll get your page banned. 😂,Threat,ill get page banned
5084,Will there be a part 2? now,Question/Suggestion,part
5085,Worst thing ever. dude,Hate,worst thing ever dude
5086,Worst thing ever. asap,Hate,worst thing ever asap
5087,Can you upload a tutorial? friend,Question/Suggestion,upload tutorial friend
5088,This is terrible. lol,Hate,terrible lol
5089,Visuals are nice but transitions feel off. bro,Constructive Criticism,visuals nice transition feel bro
5090,This is terrible. thanks,Hate,terrible thanks
5091,Awful content.,Hate,awful content
5092,Can you make more like this?,Question/Suggestion,make like
5093,Check my page for giveaways! dude,Spam,check page giveaway dude
5094,Visuals are nice but transitions feel off. haha,Constructive Criticism,visuals nice transition feel haha
5095,Worst thing ever. thanks,Hate,worst thing ever thanks
5096,I’ll take action. lol,Threat,ill take action lol
5097,I felt nostalgic watching this. haha,Emotional,felt nostalgic watching haha
5098,Great attempt but lacks clarity..,Constructive Criticism,great attempt lack clarity
5099,This is a warning. dude,Threat,warning dude
5100,Proud of your progress! tbh,Support,proud progress tbh
5101,Worst thing ever. ❤️,Hate,worst thing ever
5102,Can you try a darker theme? now,Question/Suggestion,try darker theme
5103,I’ll get your page banned. bro,Threat,ill get page banned bro
5104,Can you try a darker theme?.,Question/Suggestion,try darker theme
5105,I’ll take action. 😂,Threat,ill take action
5106,Nice idea but pacing feels slow. 😂,Constructive Criticism,nice idea pacing feel slow
5107,Will there be a part 2? bro,Question/Suggestion,part bro
5108,Loved this! omg,Praise,loved omg
5109,Stay strong! dude,Support,stay strong dude
5110,You’ve got this! ❤️,Support,youve got
5111,I’ll get your page banned..,Threat,ill get page banned
5112,Visuals are nice but transitions feel off. asap,Constructive Criticism,visuals nice transition feel asap
5113,Nice idea but pacing feels slow. omg,Constructive Criticism,nice idea pacing feel slow omg
5114,Amazing work! friend,Praise,amazing work friend
5115,Great animation! dude,Praise,great animation dude
5116,Visuals are nice but transitions feel off. 😭,Constructive Criticism,visuals nice transition feel
5117,The audio could be better. bro,Constructive Criticism,audio could better bro
5118,Fantastic quality! omg,Praise,fantastic quality omg
5119,Click here for prizes! tbh,Spam,click prize tbh
5120,This is terrible. thanks,Hate,terrible thanks
5121,What tool did you use? ❤️,Question/Suggestion,tool use
5122,Join my group now! please,Spam,join group please
5123,This looks stunning! now,Praise,look stunning
5124,Nice idea but pacing feels slow. now,Constructive Criticism,nice idea pacing feel slow
5125,You have no talent. 😂,Hate,talent
5126,I can relate to this. haha,Emotional,relate haha
5127,Fantastic quality! thanks,Praise,fantastic quality thanks
5128,This is a warning. omg,Threat,warning omg
5129,Can you make more like this? haha,Question/Suggestion,make like haha
5130,This is a warning..,Threat,warning
5131,I will report this. now,Threat,report
5132,Fantastic quality! 😭,Praise,fantastic quality
5133,This is a warning..,Threat,warning
5134,Stop or face consequences. omg,Threat,stop face consequence omg
5135,You can do it!!!,Support,
5136,I’ll take action.,Threat,ill take action
5137,What tool did you use? 😭,Question/Suggestion,tool use
5138,Click here for prizes!!!,Spam,click prize
5139,You’ve got this! bro,Support,youve got bro
5140,Visuals are nice but transitions feel off. 😭,Constructive Criticism,visuals nice transition feel
5141,Proud of your progress!.,Support,proud progress
5142,You have no talent. haha,Hate,talent haha
5143,Keep going! dude,Support,keep going dude
5144,Good effort but needs improvement. ❤️,Constructive Criticism,good effort need improvement
5145,Check my page for giveaways!.,Spam,check page giveaway
5146,This made me emotional. tbh,Emotional,made emotional tbh
5147,I’ll take action. omg,Threat,ill take action omg
5148,I’ll get your page banned. 😭,Threat,ill get page banned
5149,Will there be a part 2? friend,Question/Suggestion,part friend
5150,Stay strong! tbh,Support,stay strong tbh
5151,Will there be a part 2? dude,Question/Suggestion,part dude
5152,I’ll get your page banned. tbh,Threat,ill get page banned tbh
5153,Can you upload a tutorial? now,Question/Suggestion,upload tutorial
5154,Click here for prizes! dude,Spam,click prize dude
5155,I’ll take action. bro,Threat,ill take action bro
5156,Great attempt but lacks clarity. asap,Constructive Criticism,great attempt lack clarity asap
5157,Nice idea but pacing feels slow.!!,Constructive Criticism,nice idea pacing feel slow
5158,This is terrible. now,Hate,terrible
5159,Visuals are nice but transitions feel off. friend,Constructive Criticism,visuals nice transition feel friend
5160,I can relate to this. tbh,Emotional,relate tbh
5161,You have no talent. now,Hate,talent
5162,Great animation! 😭,Praise,great animation
5163,Visuals are nice but transitions feel off. dude,Constructive Criticism,visuals nice transition feel dude
5164,Join my group now! bro,Spam,join group bro
5165,Stop or face consequences. 😭,Threat,stop face consequence
5166,Amazing work!,Praise,amazing work
5167,Can you upload a tutorial? dude,Question/Suggestion,upload tutorial dude
5168,This made me emotional. 😭,Emotional,made emotional
5169,Stop or face consequences. tbh,Threat,stop face consequence tbh
5170,I will report this. thanks,Threat,report thanks
5171,DM for promotions. asap,Spam,dm promotion asap
5172,Loved this! now,Praise,loved
5173,Amazing work! lol,Praise,amazing work lol
5174,Join my group now!!!,Spam,join group
5175,Can you try a darker theme? asap,Question/Suggestion,try darker theme asap
5176,Follow me for followers! thanks,Spam,follow follower thanks
5177,Stay strong! asap,Support,stay strong asap
5178,I felt nostalgic watching this. bro,Emotional,felt nostalgic watching bro
5179,Stay strong! 😂,Support,stay strong
5180,You’ve got this!,Support,youve got
5181,Great animation! 😂,Praise,great animation
5182,Nice idea but pacing feels slow. please,Constructive Criticism,nice idea pacing feel slow please
5183,Can you upload a tutorial?!!,Question/Suggestion,upload tutorial
5184,I can relate to this. ❤️,Emotional,relate
5185,I’ll take action. asap,Threat,ill take action asap
5186,You’ve got this! please,Support,youve got please
