id,comment,label
6576,Join my group now! lol,Spam
6577,This sucks..,Hate
6578,I felt nostalgic watching this. thanks,Emotional
6579,Loved this! haha,Praise
6580,I felt nostalgic watching this.!!,Emotional
6581,I’ll get your page banned. ❤️,Threat
6582,DM for promotions.!!,Spam
6583,This looks stunning! lol,Praise
6584,Great animation! bro,Praise
6585,This looks stunning! now,Praise
6586,This made me emotional. asap,Emotional
6587,Proud of your progress! 😭,Support
6588,Stop or face consequences.!!,Threat
6589,Can you make more like this? friend,Question/Suggestion
6590,Follow me for followers!!!,Spam
6591,Stop or face consequences.,Threat
6592,Stay strong!!!,Support
6593,You have no talent. tbh,Hate
6594,This gave me chills. 😂,Emotional
6595,Stay strong! please,Support
6596,Stay strong! lol,Support
6597,Awful content. thanks,Hate
6598,Join my group now! asap,Spam
6599,Can you upload a tutorial?,Question/Suggestion
6600,You have no talent. omg,Hate
6601,Amazing work!!!,Praise
6602,Click here for prizes! please,Spam
6603,Keep going!.,Support
6604,Follow me for followers!!!,Spam
6605,We believe in you! omg,Support
6606,Visuals are nice but transitions feel off. haha,Constructive Criticism
6607,Awful content. bro,Hate
6608,You can do it! haha,Support
6609,Can you upload a tutorial? omg,Question/Suggestion
6610,What tool did you use? friend,Question/Suggestion
6611,You can do it! omg,Support
6612,Fantastic quality! ❤️,Praise
6613,This sucks. asap,Hate
6614,Stop or face consequences. tbh,Threat
6615,What tool did you use? now,Question/Suggestion
6616,I will report this. dude,Threat
6617,This gave me chills. bro,Emotional
6618,I felt nostalgic watching this.,Emotional
6619,I’ll get your page banned. ❤️,Threat
6620,Proud of your progress! friend,Support
6621,DM for promotions. asap,Spam
6622,This is a warning. bro,Threat
6623,Loved this! 😂,Praise
6624,You’ve got this!.,Support
6625,Loved this!,Praise
6626,You can do it! now,Support
6627,I can relate to this.,Emotional
6628,Stay strong! bro,Support
6629,This is terrible. thanks,Hate
6630,Great animation! 😂,Praise
6631,I felt nostalgic watching this. please,Emotional
6632,Keep going! dude,Support
6633,Keep going! tbh,Support
6634,You can do it! 😂,Support
6635,This made me emotional. 😂,Emotional
6636,Keep going! bro,Support
6637,You can do it! asap,Support
6638,Follow me for followers! bro,Spam
6639,What tool did you use? thanks,Question/Suggestion
6640,Visuals are nice but transitions feel off. friend,Constructive Criticism
6641,Proud of your progress! please,Support
6642,This sucks. friend,Hate
6643,You have no talent. lol,Hate
6644,What tool did you use? bro,Question/Suggestion
6645,This made me emotional. please,Emotional
6646,Great attempt but lacks clarity.,Constructive Criticism
6647,Will there be a part 2? bro,Question/Suggestion
6648,Good effort but needs improvement. dude,Constructive Criticism
6649,What tool did you use? omg,Question/Suggestion
6650,What tool did you use? tbh,Question/Suggestion
6651,Nice idea but pacing feels slow. ❤️,Constructive Criticism
6652,Stop or face consequences. 😂,Threat
6653,Stop or face consequences. asap,Threat
6654,This is terrible..,Hate
6655,Fantastic quality! thanks,Praise
6656,We believe in you! tbh,Support
6657,You can do it!.,Support
6658,This is terrible. lol,Hate
6659,You have no talent. please,Hate
6660,Loved this! please,Praise
6661,Can you upload a tutorial? 😂,Question/Suggestion
6662,Check my page for giveaways! haha,Spam
6663,This made me emotional. haha,Emotional
6664,This is a warning. dude,Threat
6665,DM for promotions. haha,Spam
6666,We believe in you! lol,Support
6667,You’ve got this! lol,Support
6668,Will there be a part 2? dude,Question/Suggestion
6669,Nice idea but pacing feels slow. ❤️,Constructive Criticism
6670,This is a warning. lol,Threat
6671,Great attempt but lacks clarity. 😂,Constructive Criticism
6672,Loved this! asap,Praise
6673,Nice idea but pacing feels slow. please,Constructive Criticism
6674,I’ll get your page banned. 😂,Threat
6675,Loved this! asap,Praise
6676,Nice idea but pacing feels slow. friend,Constructive Criticism
6677,Fantastic quality! asap,Praise
6678,Visuals are nice but transitions feel off. asap,Constructive Criticism
6679,You’ve got this! 😭,Support
6680,Worst thing ever. omg,Hate
6681,Loved this! asap,Praise
6682,I’ll take action. lol,Threat
6683,I felt nostalgic watching this. asap,Emotional
6684,DM for promotions. 😂,Spam
6685,Can you upload a tutorial? please,Question/Suggestion
6686,This touched my heart. haha,Emotional
6687,This made me emotional. haha,Emotional
6688,I can relate to this. 😂,Emotional
6689,Awful content. bro,Hate
6690,Great attempt but lacks clarity. omg,Constructive Criticism
6691,Join my group now!.,Spam
6692,Fantastic quality! now,Praise
6693,Can you upload a tutorial? friend,Question/Suggestion
6694,This looks stunning!!!,Praise
6695,Will there be a part 2? haha,Question/Suggestion
6696,What tool did you use? bro,Question/Suggestion
6697,Can you make more like this? bro,Question/Suggestion
6698,Good effort but needs improvement. asap,Constructive Criticism
6699,Beautiful execution! asap,Praise
6700,Click here for prizes! haha,Spam
6701,Can you upload a tutorial? thanks,Question/Suggestion
6702,Keep going! dude,Support
6703,Will there be a part 2? asap,Question/Suggestion
6704,I felt nostalgic watching this. friend,Emotional
6705,This sucks. dude,Hate
6706,This touched my heart. bro,Emotional
6707,Proud of your progress!.,Support
6708,Join my group now!,Spam
6709,This looks stunning! now,Praise
6710,This is a warning.,Threat
6711,This made me emotional. lol,Emotional
6712,Great attempt but lacks clarity. thanks,Constructive Criticism
6713,Proud of your progress! now,Support
6714,I felt nostalgic watching this..,Emotional
6715,Fantastic quality! 😭,Praise
6716,The audio could be better. haha,Constructive Criticism
6717,You have no talent. omg,Hate
6718,Great animation!.,Praise
6719,DM for promotions. please,Spam
6720,This is a warning. tbh,Threat
6721,Proud of your progress! please,Support
6722,This gave me chills. thanks,Emotional
6723,Good effort but needs improvement. 😭,Constructive Criticism
6724,Join my group now!!!,Spam
6725,What tool did you use? omg,Question/Suggestion
6726,This is terrible. asap,Hate
6727,We believe in you! ❤️,Support
6728,DM for promotions. bro,Spam
6729,You’ve got this! ❤️,Support
6730,Click here for prizes! please,Spam
6731,This is terrible. 😂,Hate
6732,Nice idea but pacing feels slow. dude,Constructive Criticism
6733,Great animation! friend,Praise
6734,This gave me chills. 😭,Emotional
6735,I felt nostalgic watching this. ❤️,Emotional
6736,Follow me for followers! thanks,Spam
6737,Will there be a part 2?!!,Question/Suggestion
6738,DM for promotions. ❤️,Spam
6739,I’ll get your page banned. bro,Threat
6740,Stop or face consequences..,Threat
6741,We believe in you! asap,Support
6742,This is a warning. omg,Threat
6743,DM for promotions. please,Spam
6744,Stay strong! thanks,Support
6745,Can you upload a tutorial? haha,Question/Suggestion
6746,I can relate to this. dude,Emotional
6747,What tool did you use? dude,Question/Suggestion
6748,I’ll take action. friend,Threat
6749,Can you upload a tutorial? asap,Question/Suggestion
6750,This is terrible. 😂,Hate
6751,Awful content. ❤️,Hate
6752,This looks stunning!!!,Praise
6753,Proud of your progress! tbh,Support
6754,This touched my heart. 😂,Emotional
6755,I’ll get your page banned. 😭,Threat
6756,This looks stunning! now,Praise
6757,The audio could be better. now,Constructive Criticism
6758,You’ve got this! friend,Support
6759,Worst thing ever. 😭,Hate
6760,This is a warning.!!,Threat
6761,Join my group now! 😭,Spam
6762,I felt nostalgic watching this. ❤️,Emotional
6763,Join my group now! dude,Spam
6764,Can you upload a tutorial? 😂,Question/Suggestion
6765,Will there be a part 2? friend,Question/Suggestion
6766,Can you make more like this? omg,Question/Suggestion
6767,Join my group now! lol,Spam
6768,Will there be a part 2? omg,Question/Suggestion
6769,This touched my heart. now,Emotional
6770,I’ll get your page banned. thanks,Threat
6771,Nice idea but pacing feels slow. ❤️,Constructive Criticism
6772,I’ll take action. bro,Threat
6773,We believe in you! 😭,Support
6774,The audio could be better. now,Constructive Criticism
6775,Click here for prizes! asap,Spam
6776,This gave me chills..,Emotional
6777,Keep going! asap,Support
6778,This sucks.!!,Hate
6779,Proud of your progress!,Support
6780,Click here for prizes! asap,Spam
6781,I can relate to this.,Emotional
6782,You can do it! 😂,Support
6783,Fantastic quality! haha,Praise
6784,You’ve got this! bro,Support
6785,We believe in you! now,Support
6786,You have no talent. 😭,Hate
6787,Can you upload a tutorial? dude,Question/Suggestion
6788,What tool did you use?!!,Question/Suggestion
6789,This touched my heart. 😭,Emotional
6790,Stop or face consequences. dude,Threat
6791,This is a warning. tbh,Threat
6792,You can do it!,Support
6793,This gave me chills. 😭,Emotional
6794,Visuals are nice but transitions feel off..,Constructive Criticism
6795,This gave me chills. 😭,Emotional
6796,What tool did you use? now,Question/Suggestion
6797,Visuals are nice but transitions feel off. 😭,Constructive Criticism
6798,I’ll get your page banned. please,Threat
6799,Stay strong! lol,Support
6800,Proud of your progress! bro,Support
6801,Join my group now!.,Spam
6802,This is terrible. friend,Hate
6803,DM for promotions. lol,Spam
6804,Beautiful execution! ❤️,Praise
6805,I’ll get your page banned..,Threat
6806,DM for promotions. asap,Spam
6807,Amazing work! please,Praise
6808,I felt nostalgic watching this. omg,Emotional
6809,Awful content. lol,Hate
6810,This gave me chills. thanks,Emotional
6811,Follow me for followers! dude,Spam
6812,Can you upload a tutorial? friend,Question/Suggestion
6813,Click here for prizes! haha,Spam
6814,What tool did you use?,Question/Suggestion
6815,What tool did you use?,Question/Suggestion
6816,This gave me chills. lol,Emotional
6817,I will report this. 😂,Threat
6818,Loved this! thanks,Praise
6819,Nice idea but pacing feels slow. haha,Constructive Criticism
6820,Fantastic quality! friend,Praise
6821,This touched my heart. now,Emotional
6822,Will there be a part 2? thanks,Question/Suggestion
6823,Stop or face consequences. 😭,Threat
6824,Great animation! now,Praise
6825,DM for promotions. ❤️,Spam
6826,Amazing work! tbh,Praise
6827,Join my group now! asap,Spam
6828,Loved this! now,Praise
6829,This gave me chills. now,Emotional
6830,Will there be a part 2? haha,Question/Suggestion
6831,Stop or face consequences. friend,Threat
6832,Fantastic quality! ❤️,Praise
6833,DM for promotions. ❤️,Spam
6834,Stay strong! omg,Support
6835,You’ve got this! dude,Support
6836,The audio could be better. 😂,Constructive Criticism
6837,Great attempt but lacks clarity. thanks,Constructive Criticism
6838,Awful content. please,Hate
6839,Amazing work! thanks,Praise
6840,Good effort but needs improvement. asap,Constructive Criticism
6841,This is terrible. asap,Hate
6842,This is a warning.,Threat
6843,Can you upload a tutorial? asap,Question/Suggestion
6844,Visuals are nice but transitions feel off. thanks,Constructive Criticism
6845,Check my page for giveaways!.,Spam
6846,Follow me for followers! friend,Spam
6847,Nice idea but pacing feels slow. please,Constructive Criticism
6848,Stay strong! 😭,Support
6849,You have no talent. dude,Hate
6850,Visuals are nice but transitions feel off. bro,Constructive Criticism
6851,You can do it! please,Support
6852,Visuals are nice but transitions feel off. ❤️,Constructive Criticism
6853,Stop or face consequences. asap,Threat
6854,This is terrible. omg,Hate
6855,Join my group now!.,Spam
6856,You can do it! now,Support
6857,Great animation!!!,Praise
6858,I’ll get your page banned. dude,Threat
6859,Follow me for followers! please,Spam
6860,This made me emotional. now,Emotional
6861,Nice idea but pacing feels slow. lol,Constructive Criticism
6862,I can relate to this. please,Emotional
6863,I’ll get your page banned. bro,Threat
6864,This is a warning. asap,Threat
6865,Worst thing ever. asap,Hate
6866,Great attempt but lacks clarity.,Constructive Criticism
6867,Stay strong! haha,Support
6868,Visuals are nice but transitions feel off. tbh,Constructive Criticism
6869,Awful content. tbh,Hate
6870,Good effort but needs improvement. thanks,Constructive Criticism
6871,The audio could be better. omg,Constructive Criticism
6872,I felt nostalgic watching this. 😭,Emotional
6873,This gave me chills. lol,Emotional
6874,Join my group now! omg,Spam
6875,I can relate to this. omg,Emotional
6876,Can you try a darker theme?!!,Question/Suggestion
6877,This made me emotional. please,Emotional
6878,This gave me chills. bro,Emotional
6879,I’ll get your page banned. please,Threat
6880,I’ll get your page banned. 😂,Threat
6881,This gave me chills. thanks,Emotional
6882,This is terrible.,Hate
6883,Join my group now! asap,Spam
6884,Beautiful execution! please,Praise
6885,Beautiful execution! bro,Praise
6886,I’ll get your page banned. haha,Threat
6887,Worst thing ever. thanks,Hate
6888,I will report this. 😂,Threat
6889,You’ve got this! please,Support
6890,Check my page for giveaways! friend,Spam
6891,I can relate to this.,Emotional
6892,This touched my heart. lol,Emotional
6893,This touched my heart. thanks,Emotional
6894,I will report this. tbh,Threat
6895,Can you try a darker theme?.,Question/Suggestion
6896,You’ve got this! please,Support
6897,I will report this. ❤️,Threat
6898,This made me emotional..,Emotional
6899,The audio could be better.!!,Constructive Criticism
6900,What tool did you use? lol,Question/Suggestion
6901,I felt nostalgic watching this. 😂,Emotional
6902,Good effort but needs improvement.!!,Constructive Criticism
